UNODC;unodc_ddds@un.org;;;;;;;;;
06/06/2022;;;;;;;;;;
Iso3_code;Country;Region;Subregion;Dimension;Category;Sex;Year;Unit of measurement;VALUE;Source
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;11;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;7;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;3;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;4;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;28;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;64;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;25;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;8;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;13;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;Counts;5;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;Counts;1;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;0;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;34;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;Counts;60;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;Counts;25;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;3;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;13;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;2;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;2;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;2;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;32;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;49;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;11;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;4;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2019;Counts;14;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;Counts;5;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;Counts;4;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;Counts;13;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2019;Counts;38;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;Counts;58;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;Counts;27;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;Counts;39;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;9;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;5;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;3;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;9;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;24;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;32;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;19;CTS
LTU;Lithuania;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;22;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;24;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;13;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;14;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;14;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;5;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;20;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;31;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;11;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;Counts;10;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;Counts;18;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;37;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;Counts;9;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;19;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;50;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;Counts;35;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;17;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;15;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;7;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;43;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;11;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;56;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;38;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;7;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;25;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2019;Counts;39;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;Counts;24;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;Counts;6;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;Counts;21;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2019;Counts;47;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;Counts;29;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;Counts;18;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;Counts;25;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;37;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;13;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;9;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;15;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;51;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;32;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;3;CTS
LVA;Latvia;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;16;CTS
MAR;Morocco;Africa;Northern Africa;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;4780;CTS
MAR;Morocco;Africa;Northern Africa;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;1481;CTS
MAR;Morocco;Africa;Northern Africa;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;1259;CTS
MAR;Morocco;Africa;Northern Africa;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;4928;CTS
MAR;Morocco;Africa;Northern Africa;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;14;CTS
MAR;Morocco;Africa;Northern Africa;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;512;CTS
MAR;Morocco;Africa;Northern Africa;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;206;CTS
MAR;Morocco;Africa;Northern Africa;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;625;CTS
MCO;Monaco;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2014;Counts;9;CTS
MCO;Monaco;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2015;Counts;26;CTS
MCO;Monaco;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;19;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;1231;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;Counts;516;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;Counts;5708;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;15049;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;2752;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;Counts;1245;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;Counts;5009;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;17421;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;266;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;94;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;2904;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;20283;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;2287;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;915;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;7961;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;22144;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2019;Counts;8266;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;Counts;1035;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;Counts;23405;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;Counts;10839;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2019;Counts;6476;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;Counts;1438;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;Counts;9699;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;Counts;29397;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;3315;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;209;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;4198;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;9268;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;7533;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;1603;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;11283;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Intimate partner or family member;Female;2013;Counts;171;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2013;Counts;517;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2013;Counts;131;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Intimate partner or family member;Female;2013;Counts;25;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2013;Counts;203;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2013;Counts;24;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Intimate partner or family member;Female;2014;Counts;148;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2014;Counts;532;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2014;Counts;144;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Intimate partner or family member;Female;2014;Counts;32;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2014;Counts;237;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2014;Counts;16;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Intimate partner or family member;Female;2015;Counts;132;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2015;Counts;548;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2015;Counts;129;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Intimate partner or family member;Female;2015;Counts;30;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2015;Counts;192;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2015;Counts;31;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;141;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;766;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;131;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;40;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;312;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;24;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;376;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;833;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;229;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;79;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;196;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;30;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;3;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;5;CTS
MMR;Myanmar;Asia;South-eastern Asia;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;11;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Intimate partner or family member;Female;2015;Counts;14;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2015;Counts;8;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2015;Counts;41;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;Counts;6;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;17;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;121;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;116;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;36;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;14;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;2;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;30;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;12;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;12;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;Counts;5;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;Counts;27;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;12;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;20;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;Counts;278;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;Counts;71;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;0;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;15;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;8;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;25;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;1;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;16;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;412;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;132;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;0;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Intimate partner or family member;Female;2019;Counts;18;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;Counts;10;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;Counts;2;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;Counts;2;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Intimate partner or family member;Female;2019;Counts;15;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;Counts;385;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;Counts;87;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;19;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;7;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;1;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;1;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;14;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;401;CTS
MNG;Mongolia;Asia;Eastern Asia;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;78;CTS
NOR;Norway;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;Counts;321;CTS
NOR;Norway;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;Counts;512;CTS
NOR;Norway;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;374;CTS
NOR;Norway;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;767;CTS
NOR;Norway;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;4009;CTS
NOR;Norway;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;342;CTS
NOR;Norway;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;4060;CTS
NOR;Norway;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;346;CTS
NOR;Norway;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;Counts;355;CTS
NOR;Norway;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;Counts;3733;CTS
NOR;Norway;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;291;CTS
NOR;Norway;Europe;Northern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;3745;CTS
NZL;New Zealand;Oceania;Australia and New Zealand;by relationship to perpetrator;Intimate partner or family member;Female;2015;Counts;9570;CTS
NZL;New Zealand;Oceania;Australia and New Zealand;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2015;Counts;1900;CTS
NZL;New Zealand;Oceania;Australia and New Zealand;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2015;Counts;934;CTS
NZL;New Zealand;Oceania;Australia and New Zealand;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;Counts;6620;CTS
NZL;New Zealand;Oceania;Australia and New Zealand;by relationship to perpetrator;Intimate partner or family member;Female;2015;Counts;588;CTS
NZL;New Zealand;Oceania;Australia and New Zealand;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2015;Counts;605;CTS
NZL;New Zealand;Oceania;Australia and New Zealand;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2015;Counts;249;CTS
NZL;New Zealand;Oceania;Australia and New Zealand;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;Counts;2444;CTS
NZL;New Zealand;Oceania;Australia and New Zealand;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;9845;CTS
NZL;New Zealand;Oceania;Australia and New Zealand;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;1928;CTS
NZL;New Zealand;Oceania;Australia and New Zealand;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;1045;CTS
NZL;New Zealand;Oceania;Australia and New Zealand;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;8012;CTS
NZL;New Zealand;Oceania;Australia and New Zealand;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;534;CTS
NZL;New Zealand;Oceania;Australia and New Zealand;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;607;CTS
NZL;New Zealand;Oceania;Australia and New Zealand;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;237;CTS
