UNODC;unodc_ddds@un.org;;;;;;;;
27/03/2023;;;;;;;;;
Iso3_code;Country;Region;Subregion;Indicator;Sex;Year;Unit of measurement;VALUE;Source
SGP;Singapore;Asia;South-eastern Asia;Persons arrested/suspected for intentional homicide;Male;2017;Counts;2;CTS
SGP;Singapore;Asia;South-eastern Asia;Persons arrested/suspected for intentional homicide;Male;2017;Counts;1;CTS
SGP;Singapore;Asia;South-eastern Asia;Persons arrested/suspected for intentional homicide;Male;2018;Counts;2;CTS
SGP;Singapore;Asia;South-eastern Asia;Persons arrested/suspected for intentional homicide;Male;2018;Counts;3;CTS
SGP;Singapore;Asia;South-eastern Asia;Persons arrested/suspected for intentional homicide;Male;2018;Counts;2;CTS
SGP;Singapore;Asia;South-eastern Asia;Persons arrested/suspected for intentional homicide;Male;2019;Counts;4;CTS
SGP;Singapore;Asia;South-eastern Asia;Persons arrested/suspected for intentional homicide;Male;2019;Counts;10;CTS
SGP;Singapore;Asia;South-eastern Asia;Persons arrested/suspected for intentional homicide;Male;2019;Counts;4;CTS
SGP;Singapore;Asia;South-eastern Asia;Persons arrested/suspected for intentional homicide;Male;2019;Counts;2;CTS
SGP;Singapore;Asia;South-eastern Asia;Persons arrested/suspected for intentional homicide;Male;2019;Counts;1;CTS
SGP;Singapore;Asia;South-eastern Asia;Persons arrested/suspected for intentional homicide;Male;2020;Counts;1;CTS
SGP;Singapore;Asia;South-eastern Asia;Persons arrested/suspected for intentional homicide;Male;2020;Counts;2;CTS
SGP;Singapore;Asia;South-eastern Asia;Persons arrested/suspected for intentional homicide;Male;2020;Counts;1;CTS
SGP;Singapore;Asia;South-eastern Asia;Persons arrested/suspected for intentional homicide;Male;2020;Counts;1;CTS
SGP;Singapore;Asia;South-eastern Asia;Persons arrested/suspected for intentional homicide;Male;2020;Counts;2;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2012;Counts;8;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2012;Counts;21;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2012;Counts;10;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2012;Counts;465;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2012;Counts;475;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2012;Counts;53;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2012;Counts;367;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2012;Counts;405;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2013;Counts;50;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2013;Counts;322;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2013;Counts;372;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2013;Counts;54;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2013;Counts;306;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2013;Counts;1;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2013;Counts;1;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2013;Counts;863;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;4;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;0;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;48;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;7;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2014;Counts;367;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2014;Counts;443;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2014;Counts;62;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2014;Counts;460;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;1408;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;2;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;0;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;59;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2015;Counts;37;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;1929;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;7;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;1;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;6;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;1;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;0;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;4738;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;1963;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;67;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;21;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;0;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;0;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;2695;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;11;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;7;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;4;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;2;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;0;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;3460;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;1535;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;1917;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;22;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;0;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;0;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;0;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;19;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;16;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;3;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;0;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;0;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;2922;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;1074;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;1806;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;61;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;0;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;0;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;0;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;10;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;2;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;8;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;0;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;0;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;2117;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;872;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;1207;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;48;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;0;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;0;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;0;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;11;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;0;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;11;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;0;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;0;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;1175;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;453;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;658;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;75;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;0;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;0;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;0;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2012;Counts;22;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2012;Counts;14;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2012;Counts;12;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2012;Counts;8;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Male;2013;Counts;93;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Male;2013;Counts;2;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2013;Counts;0;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2013;Counts;5;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2013;Counts;6;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2013;Counts;19;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2013;Counts;21;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2013;Counts;47;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2013;Counts;25;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2013;Counts;13;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2013;Counts;134;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2013;Counts;2;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Male;2014;Counts;82;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2014;Counts;0;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2014;Counts;2;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2014;Counts;8;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2014;Counts;10;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2014;Counts;8;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2014;Counts;11;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2014;Counts;41;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2014;Counts;27;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2014;Counts;11;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2014;Counts;117;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2014;Counts;1;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Male;2015;Counts;71;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Male;2015;Counts;2;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2015;Counts;0;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2015;Counts;1;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2015;Counts;3;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2015;Counts;8;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2015;Counts;15;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2015;Counts;8;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2015;Counts;34;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2015;Counts;21;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2015;Counts;9;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2015;Counts;93;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2015;Counts;6;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Male;2016;Counts;79;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Male;2016;Counts;3;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2016;Counts;0;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2016;Counts;6;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2016;Counts;6;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2016;Counts;17;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2016;Counts;21;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2016;Counts;34;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2016;Counts;24;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2016;Counts;9;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2016;Counts;110;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2016;Counts;7;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Male;2017;Counts;61;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Male;2017;Counts;4;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2017;Counts;3;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2017;Counts;2;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2017;Counts;7;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2017;Counts;8;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2017;Counts;22;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2017;Counts;15;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2017;Counts;9;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2017;Counts;65;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2017;Counts;1;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Male;2018;Counts;75;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Male;2018;Counts;5;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2018;Counts;1;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2018;Counts;3;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2018;Counts;8;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2018;Counts;17;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2018;Counts;10;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2018;Counts;24;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2018;Counts;20;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2018;Counts;7;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2018;Counts;96;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2018;Counts;3;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Male;2019;Counts;58;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Male;2019;Counts;3;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2019;Counts;7;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2019;Counts;5;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2019;Counts;10;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2019;Counts;13;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2019;Counts;24;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2019;Counts;17;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2019;Counts;7;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2019;Counts;76;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2019;Counts;7;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Male;2019;Counts;23;OHCHR
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Male;2020;Counts;63;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Male;2020;Counts;3;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2020;Counts;3;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2020;Counts;3;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2020;Counts;10;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2020;Counts;4;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2020;Counts;28;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2020;Counts;24;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2020;Counts;6;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2020;Counts;74;CTS
SRB;Serbia;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Male;2020;Counts;5;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Male;2020;Counts;18;OHCHR
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;11;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;11;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;0;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;15;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;7;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;3;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;8;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;11;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;3;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;0;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;0;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;3;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;7;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;0;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;7;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;6;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;7;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;5;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;2;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;10;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;4;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;0;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;0;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;9;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;19;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;5;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2017;Counts;0;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2017;Counts;0;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2017;Counts;1;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2017;Counts;2;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2017;Counts;2;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2017;Counts;5;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2017;Counts;5;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2017;Counts;1;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2017;Counts;16;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2017;Counts;0;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;0;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;0;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;0;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;9;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;22;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;0;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;17;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;10;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;0;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;0;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;0;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;4;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;12;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;9;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2018;Counts;0;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2018;Counts;0;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2018;Counts;0;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2018;Counts;0;CTS
