gruppoPar,gender
MISTO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
DEMOCRAZIA CRISTIANA ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO RADICALE ,male
DEMOCRAZIA CRISTIANA ,male
MISTO ,male
MISTO ,male
PARTITO SOCIALISTA ITALIANO ,male
REPUBBLICANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
MSI-DESTRA NAZIONALE ,male
PARTITO COMUNISTA ITALIANO ,male
REPUBBLICANO ,male
PARTITO COMUNISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
MSI-DESTRA NAZIONALE ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
GRUPPO COMUNISTA - PDS ,male
PARTITO SOCIALISTA ITALIANO ,male
MSI-DESTRA NAZIONALE ,male
REPUBBLICANO ,male
PARTITO SOCIALISTA ITALIANO ,male
SINISTRA INDIPENDENTE ,male
SINISTRA INDIPENDENTE ,male
DEMOCRATICO CRISTIANO ,male
MSI-DESTRA NAZIONALE ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
MOVIMENTO SOCIALE ITALIANO ,male
MSI-DESTRA NAZIONALE ,male
PARTITO SOCIALISTA ITALIANO ,male
MSI-DESTRA NAZIONALE ,male
PARTITO LIBERALE ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
MISTO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
MSI-DESTRA NAZIONALE ,male
FEDERALISTA EUROPEO ,male
COMUNISTA ,male
MOVIMENTO SOCIALE ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
MISTO ,male
RIFONDAZIONE COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
COMUNISTA ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
PARTITO COMUNISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
PROGRESSISTI - FEDERATIVO ,male
FEDERALISTA EUROPEO ,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
ALLEANZA NAZIONALE - MSI ,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
PARTITO SOCIALISTA ITALIANO ,male
MSI-DESTRA NAZIONALE ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO POPOLARE ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DP-COMUNISTI ,male
PARTITO LIBERALE ITALIANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
PARTITO COMUNISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
COMUNISTA ,male
PARTITO COMUNISTA ITALIANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRAZIA PROLETARIA ,male
COMUNISTA ,male
VERDE ,male
MISTO ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
REPUBBLICANO ,male
COMUNISTA ,male
COMUNISTA ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO RADICALE ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO RADICALE ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO LIBERALE ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
MISTO ,male
REPUBBLICANO ,male
PARTITO RADICALE ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
DEMOCRAZIA CRISTIANA ,male
REPUBBLICANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
REPUBBLICANO ,male
REPUBBLICANO ,male
SINISTRA INDIPENDENTE ,male
DEMOCRAZIA CRISTIANA ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO COMUNISTA ITALIANO ,male
DEMOCRAZIA CRISTIANA ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
REPUBBLICANO ,male
PARTITO COMUNISTA ITALIANO ,male
SINISTRA INDIPENDENTE ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
MOVIMENTO SOCIALE ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO LIBERALE ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO LIBERALE ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO ,male
MSI-DESTRA NAZIONALE ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA ,male
REPUBBLICANO ,male
COMUNISTA ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
REPUBBLICANO ,male
SINISTRA INDIPENDENTE ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
MSI-DESTRA NAZIONALE ,male
COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
SINISTRA INDIPENDENTE ,male
DEMOCRATICO CRISTIANO ,male
MSI-DESTRA NAZIONALE ,male
MSI-DESTRA NAZIONALE ,male
REPUBBLICANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO LIBERALE ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DP-COMUNISTI ,male
PARTITO SOCIALISTA ITALIANO ,male
FEDERALISTA EUROPEO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
REPUBBLICANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
PARTITO LIBERALE ITALIANO ,male
REPUBBLICANO ,male
COMUNISTA ,male
COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
MISTO ,male
REPUBBLICANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
COMUNISTA ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRAZIA PROLETARIA ,male
MISTO ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA ,male
COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
FEDERALISTA EUROPEO ,male
COMUNISTA ,male
DEMOCRAZIA PROLETARIA ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA ,male
GRUPPO COMUNISTA - PDS ,male
COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA ,male
SINISTRA INDIPENDENTE ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA ,male
REPUBBLICANO ,male
COMUNISTA ,male
COMUNISTA ,male
MSI-DESTRA NAZIONALE ,male
PARTITO SOCIALISTA ITALIANO ,male
MISTO ,male
FEDERALISTA EUROPEO ,male
LIBERALE ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DP-COMUNISTI ,male
FRONTE LIBERALE DEMOCRATICO DELL'UOMO QUALUNQUE ,male
REPUBBLICANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
REPUBBLICANO ,male
REPUBBLICANO ,male
PARTITO LIBERALE ITALIANO ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
DEMOCRAZIA CRISTIANA ,male
REPUBBLICANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
REPUBBLICANO ,male
DEMOCRAZIA CRISTIANA ,male
SINISTRA INDIPENDENTE ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
SINISTRA INDIPENDENTE ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
MISTO ,male
DEMOCRAZIA CRISTIANA ,male
REPUBBLICANO ,male
DEMOCRAZIA CRISTIANA ,male
SINISTRA INDIPENDENTE ,male
MISTO ,male
DEMOCRAZIA CRISTIANA ,male
DEMOCRAZIA CRISTIANA ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO COMUNISTA ITALIANO ,male
SINISTRA INDIPENDENTE ,male
PARTITO COMUNISTA ITALIANO ,male
MISTO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
DEMOCRAZIA CRISTIANA ,male
SINISTRA INDIPENDENTE ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
MISTO ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
REPUBBLICANO ,male
REPUBBLICANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRAZIA CRISTIANA ,male
REPUBBLICANO ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
PARTITO RADICALE ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO REPUBBLICANO ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
PARTITO NAZIONALE MONARCHICO ,male
COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA ,male
UNITA' SOCIALISTA ,male
PARTITO SOCIALISTA DEI LAVORATORI ITALIANI ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
AUTONOMISTA ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
UNITA' SOCIALISTA ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
MISTO ,male
REPUBBLICANO ,male
LIBERALE ,male
COMUNISTA ,male
PARTITO MONARCHICO POPOLARE ,male
UNITA' SOCIALISTA ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
LIBERALE ,male
DEMOCRATICO CRISTIANO ,male
REPUBBLICANO ,male
MOVIMENTO SOCIALE ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
MISTO ,male
PARTITO NAZIONALE MONARCHICO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
FRONTE LIBERALE DEMOCRATICO DELL'UOMO QUALUNQUE ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
FRONTE LIBERALE DEMOCRATICO DELL'UOMO QUALUNQUE ,male
LIBERALE ,male
PARTITO REPUBBLICANO ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
UNITA' SOCIALISTA ,male
PARTITO NAZIONALE MONARCHICO ,male
PARTITO SOCIALISTA LAVORATORI ITALIANI ,male
MISTO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
FRONTE LIBERALE DEMOCRATICO DELL'UOMO QUALUNQUE ,male
MISTO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
REPUBBLICANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
FRONTE LIBERALE DEMOCRATICO DELL'UOMO QUALUNQUE ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
FRONTE LIBERALE DEMOCRATICO DELL'UOMO QUALUNQUE ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
MISTO ,male
MISTO ,male
PARTITO SOCIALISTA LAVORATORI ITALIANI ,male
PARTITO SOCIALISTA UNITARIO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRAZIA DEL LAVORO ,male
REPUBBLICANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO REPUBBLICANO ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
REPUBBLICANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
UNIONE NAZIONALE ,male
DEMOCRATICO CRISTIANO ,male
UNIONE DEMOCRATICA NAZIONALE ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
MSI-DESTRA NAZIONALE ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
REPUBBLICANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA LAVORATORI ITALIANI ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
FORZA ITALIA ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
MISTO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA ,male
MISTO ,male
MOVIMENTO SOCIALE ITALIANO ,male
DEMOCRAZIA CRISTIANA ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO LIBERALE ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
MISTO ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
MISTO ,male
COMUNISTA ,male
MISTO ,male
MISTO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO NAZIONALE MONARCHICO ,male
MOVIMENTO SOCIALE ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
MOVIMENTO SOCIALE ITALIANO ,male
COMUNISTA ,male
MOVIMENTO SOCIALE ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
FRONTE LIBERALE DEMOCRATICO DELL'UOMO QUALUNQUE ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
UNIONE DEMOCRATICA NAZIONALE ,male
REPUBBLICANO ,male
PARTITO SOCIALISTA ITALIANO ,male
FRONTE LIBERALE DEMOCRATICO DELL'UOMO QUALUNQUE ,male
REPUBBLICANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRAZIA DEL LAVORO ,male
REPUBBLICANO ,male
FRONTE LIBERALE DEMOCRATICO DELL'UOMO QUALUNQUE ,male
MISTO ,male
MISTO ,male
REPUBBLICANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA ,male
MISTO ,male
AUTONOMISTA ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
MISTO ,male
PARTITO SOCIALISTA ITALIANO ,male
UNIONE DEMOCRATICA NAZIONALE ,male
PARTITO SOCIALISTA LAVORATORI ITALIANI ,male
PARTITO SOCIALISTA LAVORATORI ITALIANI ,male
PARTITO SOCIALISTA LAVORATORI ITALIANI ,male
COMUNISTA ,male
UNIONE DEMOCRATICA NAZIONALE ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
AUTONOMISTA ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
BLOCCO NAZIONALE DELLA LIBERTA' ,male
REPUBBLICANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
UNIONE DEMOCRATICA NAZIONALE ,male
UNIONE DEMOCRATICA NAZIONALE ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA LAVORATORI ITALIANI ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA LAVORATORI ITALIANI ,male
LIBERALE ,male
MISTO ,male
REPUBBLICANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
COMUNISTA ,male
COMUNISTA ,male
COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA ,male
LIBERALE ,male
DEMOCRAZIA DEL LAVORO ,male
COMUNISTA ,male
COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
REPUBBLICANO ,male
DEMOCRATICO CRISTIANO ,male
UNIONE DEMOCRATICA NAZIONALE ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
AUTONOMISTA ,male
COMUNISTA ,male
REPUBBLICANO ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
UNIONE NAZIONALE ,male
REPUBBLICANO ,male
COMUNISTA ,male
AUTONOMISTA ,male
PARTITO SOCIALISTA LAVORATORI ITALIANI ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRAZIA DEL LAVORO ,male
COMUNISTA ,male
PARTITO SOCIALISTA LAVORATORI ITALIANI ,male
COMUNISTA ,male
PARTITO SOCIALISTA LAVORATORI ITALIANI ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA ,male
UNIONE DEMOCRATICA NAZIONALE ,male
PARTITO SOCIALISTA ITALIANO ,male
UNIONE DEMOCRATICA NAZIONALE ,male
DEMOCRATICO CRISTIANO ,male
UNIONE DEMOCRATICA NAZIONALE ,male
REPUBBLICANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRAZIA DEL LAVORO ,male
COMUNISTA ,male
COMUNISTA ,male
DEMOCRAZIA DEL LAVORO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
UNIONE DEMOCRATICA NAZIONALE ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA ,male
UNIONE DEMOCRATICA NAZIONALE ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
COMUNISTA ,male
UNIONE DEMOCRATICA NAZIONALE ,male
MISTO ,male
PARTITO SOCIALISTA LAVORATORI ITALIANI ,male
COMUNISTA ,male
COMUNISTA ,male
REPUBBLICANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
REPUBBLICANO ,male
COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
UNIONE DEMOCRATICA NAZIONALE ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRAZIA DEL LAVORO ,male
FRONTE LIBERALE DEMOCRATICO DELL'UOMO QUALUNQUE ,male
UNIONE DEMOCRATICA NAZIONALE ,male
PARTITO SOCIALISTA LAVORATORI ITALIANI ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
MISTO ,male
