UNODC;unodc_ddds@un.org;;;;;;;;;;;
06/06/2022;;;;;;;;;;;;
Iso3_code;Country;Region;Subregion;Indicator;Dimension;Category;Sex;Age;Year;Unit of measurement;VALUE;Source
NOR;Norway;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;7,846199259;CTS
NOR;Norway;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;17,16284729;CTS
NOR;Norway;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;23,21111436;CTS
NOR;Norway;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;15,83979056;CTS
NZL;New Zealand;Oceania;Australia and New Zealand;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;0,975181205;CTS
NZL;New Zealand;Oceania;Australia and New Zealand;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;1,373607211;CTS
NZL;New Zealand;Oceania;Australia and New Zealand;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;1,318579703;CTS
PAN;Panama;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;15,97364738;CTS
PER;Peru;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;0,378322007;CTS
PER;Peru;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Rate per 100,000 population;0,307184535;CTS
PER;Peru;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;0,483394462;CTS
PER;Peru;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Rate per 100,000 population;0,353005166;CTS
PER;Peru;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;0,584571105;CTS
PER;Peru;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Rate per 100,000 population;0,400134233;CTS
PER;Peru;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;0,212239371;CTS
PHL;Philippines;Asia;South-eastern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Rate per 100,000 population;0,017363822;CTS
PHL;Philippines;Asia;South-eastern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Rate per 100,000 population;0,010458966;CTS
PHL;Philippines;Asia;South-eastern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Rate per 100,000 population;0,015939782;CTS
PHL;Philippines;Asia;South-eastern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Rate per 100,000 population;0,008324344;CTS
POL;Poland;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Rate per 100,000 population;7,42430744;CTS
POL;Poland;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;1,524948312;CTS
POL;Poland;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;5,256754693;CTS
POL;Poland;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;5,077308945;CTS
POL;Poland;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;9,203201818;CTS
POL;Poland;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;35,93507784;CTS
PRY;Paraguay;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Rate per 100,000 population;0;CTS
PRY;Paraguay;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;13,00279546;CTS
ROU;Romania;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;1,226215615;CTS
ROU;Romania;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;1,138104932;CTS
ROU;Romania;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;1,874558665;CTS
RUS;Russian Federation;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Rate per 100,000 population;0,719594355;CTS
RUS;Russian Federation;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2014;Rate per 100,000 population;0,481803329;CTS
RUS;Russian Federation;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;0,84077629;CTS
RUS;Russian Federation;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2015;Rate per 100,000 population;0,384177517;CTS
RUS;Russian Federation;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;0,446049445;CTS
RUS;Russian Federation;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Rate per 100,000 population;0,353122478;CTS
RUS;Russian Federation;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;0,478938751;CTS
RUS;Russian Federation;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Rate per 100,000 population;0,418470157;CTS
RUS;Russian Federation;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;0,577078653;CTS
RUS;Russian Federation;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Rate per 100,000 population;0,509832864;CTS
RUS;Russian Federation;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;0,717751271;CTS
RUS;Russian Federation;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Rate per 100,000 population;0,647141547;CTS
SAU;Saudi Arabia;Asia;Western Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;0,618643421;CTS
SAU;Saudi Arabia;Asia;Western Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Rate per 100,000 population;0,067116975;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;0,314656528;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Rate per 100,000 population;0,031465653;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;0,453967393;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Rate per 100,000 population;0,266118817;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;0,607406623;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Rate per 100,000 population;0,342639633;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;0,588823206;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Rate per 100,000 population;0,263420908;CTS
SRB;Serbia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Rate per 100,000 population;0,314667412;CTS
SRB;Serbia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2014;Rate per 100,000 population;0,011238122;CTS
SRB;Serbia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;0,687186352;CTS
SRB;Serbia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2015;Rate per 100,000 population;0,03379605;CTS
SRB;Serbia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;0,677662647;CTS
SRB;Serbia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Rate per 100,000 population;0,056471887;CTS
SRB;Serbia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;0,588926617;CTS
SRB;Serbia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Rate per 100,000 population;0,045302047;CTS
SRB;Serbia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;0,49984431;CTS
SRB;Serbia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Rate per 100,000 population;0,090880784;CTS
SRB;Serbia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;0,797972875;CTS
SRB;Serbia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Rate per 100,000 population;0,034198838;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Rate per 100,000 population;0,542222897;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;0,357694729;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;0,354055619;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;1,226991714;CTS
SVK;Slovakia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Rate per 100,000 population;1,215738733;CTS
SVK;Slovakia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2014;Rate per 100,000 population;0,165782554;CTS
SVK;Slovakia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;0,993448026;CTS
SVK;Slovakia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2015;Rate per 100,000 population;0,110383114;CTS
SVK;Slovakia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;2,976846201;CTS
SVK;Slovakia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Rate per 100,000 population;2,940095013;CTS
SVK;Slovakia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;4,442076153;CTS
SVK;Slovakia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Rate per 100,000 population;4,331942033;CTS
SVK;Slovakia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;6,253418979;CTS
SVK;Slovakia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Rate per 100,000 population;5,886649537;CTS
SVK;Slovakia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;5,35091365;CTS
SVK;Slovakia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Rate per 100,000 population;5,204313276;CTS
SVN;Slovenia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Rate per 100,000 population;3,48248696;CTS
SVN;Slovenia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;3,331403694;CTS
SVN;Slovenia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;5,303236662;CTS
SVN;Slovenia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;9,005993561;CTS
SVN;Slovenia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;6,641525125;CTS
SVN;Slovenia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;6,446479308;CTS
SWE;Sweden;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Rate per 100,000 population;25,31949352;CTS
SWE;Sweden;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2014;Rate per 100,000 population;7,614419813;CTS
SWE;Sweden;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;19,42662476;CTS
SWE;Sweden;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2015;Rate per 100,000 population;4,997465937;CTS
SWE;Sweden;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;13,59291981;CTS
SWE;Sweden;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Rate per 100,000 population;5,185032985;CTS
SWE;Sweden;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;27,77414602;CTS
SWE;Sweden;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Rate per 100,000 population;6,38068349;CTS
SWE;Sweden;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;17,96095523;CTS
SWE;Sweden;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Rate per 100,000 population;6,889545641;CTS
SWE;Sweden;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;26,8622456;CTS
SWE;Sweden;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Rate per 100,000 population;11,23909979;CTS
