partito,gender,Allineamento Politico
LEGA NORD,male,destra
PARTITO POPOLARE ITALIANO,male,centro
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
FORZA ITALIA,male,centro-destra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
LEGA NORD,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
LEGA NORD,male,destra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
LEGA NORD,male,destra
ALLEANZA NAZIONALE,male,destra
LEGA NORD,male,destra
ALLEANZA NAZIONALE,male,destra
RINNOVAMENTO ITALIANO,male,centro
L'ULIVO,male,centro-sinistra
CENTRO CRISTIANO DEMOCRATICO,male,centro
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
LEGA NORD,male,destra
L'ULIVO,male,centro-sinistra
POPOLARI UDEUR,male,centro
FORZA ITALIA,male,centro-destra
RINNOVAMENTO ITALIANO,male,centro
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
LEGA NORD,male,destra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
POPOLARI UDEUR,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
ALLEANZA NAZIONALE,male,destra
LEGA NORD,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
LEGA NORD,male,destra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
CENTRO CRISTIANO DEMOCRATICO,male,centro
L'ULIVO,male,centro-sinistra
CENTRO CRISTIANO DEMOCRATICO,male,centro
L'ULIVO,male,centro-sinistra
LEGA NORD,male,destra
LEGA NORD,male,destra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
LEGA NORD,male,destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
LEGA NORD,male,destra
L'ULIVO,male,centro-sinistra
ITALIA DEI VALORI,male,centro
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
L'ULIVO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
UNIONE DI CENTRO (2002),male,centro
L'ULIVO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
FUTURO E LIBERTÀ PER L'ITALIA,male,destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO SOCIALISTA ITALIANO,male,centro-sinistra
PARTITO POPOLARE ITALIANO,male,centro
PARTITO COMUNISTA ITALIANO,male,estrema sinistra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
PARTITO POPOLARE ITALIANO,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
PARTITO POPOLARE ITALIANO,male,centro
FORZA ITALIA,male,centro-destra
LEGA NORD,male,destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
CENTRO CRISTIANO DEMOCRATICO,male,centro
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
CENTRO CRISTIANO DEMOCRATICO,male,centro
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
PARTITO POPOLARE ITALIANO,male,centro
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
LEGA NORD,male,destra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
LEGA NORD,male,destra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
PARTITO POPOLARE ITALIANO,male,centro
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
FORZA ITALIA,male,centro-destra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
CENTRO CRISTIANO DEMOCRATICO,male,centro
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
PARTITO POPOLARE ITALIANO,male,centro
FORZA ITALIA,male,centro-destra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
LEGA NORD,male,destra
ALLEANZA NAZIONALE,male,destra
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
PARTITO POPOLARE ITALIANO,male,centro
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
LEGA NORD,male,destra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
LEGA NORD,male,destra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
LEGA NORD,male,destra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
CENTRO CRISTIANO DEMOCRATICO,male,centro
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
LEGA NORD,male,destra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
PARTITO POPOLARE ITALIANO,male,centro
ALLEANZA NAZIONALE,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
FORZA ITALIA,male,centro-destra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
PARTITO POPOLARE ITALIANO,male,centro
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
CENTRO CRISTIANO DEMOCRATICO,male,centro
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
ALLEANZA NAZIONALE,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
LEGA NORD,male,destra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
RINNOVAMENTO ITALIANO,male,centro
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
CENTRO CRISTIANO DEMOCRATICO,male,centro
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
LEGA NORD,male,destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
CENTRO CRISTIANO DEMOCRATICO,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
UNIONE DI CENTRO (2002),male,centro
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
UNIONE DI CENTRO (2002),male,centro
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
FUTURO E LIBERTÀ PER L'ITALIA,male,destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
FUTURO E LIBERTÀ PER L'ITALIA,male,destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
L'ULIVO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO COMUNISTA ITALIANO,male,estrema sinistra
PARTITO POPOLARE ITALIANO,male,centro
PARTITO COMUNISTA ITALIANO,male,estrema sinistra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
LEGA NORD,male,destra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
RINNOVAMENTO ITALIANO,male,centro
L'ULIVO,male,centro-sinistra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
CENTRO CRISTIANO DEMOCRATICO,male,centro
POPOLARI UDEUR,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
RINNOVAMENTO ITALIANO,male,centro
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
ROSA NEL PUGNO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
SINISTRA ECOLOGIA LIBERTÀ,male,sinistra
L'ULIVO,male,centro-sinistra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
L'ULIVO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
ITALIA DEI VALORI,male,centro
PARTITO DEMOCRATICO,male,centro-sinistra
ITALIA DEI VALORI,male,centro
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
LEGA NORD,male,destra
PARTITO POPOLARE ITALIANO,male,centro
PARTITO POPOLARE ITALIANO,male,centro
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
RINNOVAMENTO ITALIANO,male,centro
POPOLARI UDEUR,male,centro
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
RINNOVAMENTO ITALIANO,male,centro
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
RINNOVAMENTO ITALIANO,male,centro
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
RINNOVAMENTO ITALIANO,male,centro
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
LEGA NORD,male,destra
LEGA NORD,male,destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
ALLEANZA NAZIONALE,male,destra
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
LEGA NORD,male,destra
L'ULIVO,male,centro-sinistra
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
LEGA NORD,male,destra
ALLEANZA NAZIONALE,male,destra
LEGA NORD,male,destra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
POPOLARI UDEUR,male,centro
FORZA ITALIA,male,centro-destra
RINNOVAMENTO ITALIANO,male,centro
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
LEGA NORD,male,destra
POPOLARI UDEUR,male,centro
RINNOVAMENTO ITALIANO,male,centro
LEGA NORD,male,destra
POPOLARI UDEUR,male,centro
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
RINNOVAMENTO ITALIANO,male,centro
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
RINNOVAMENTO ITALIANO,male,centro
L'ULIVO,male,centro-sinistra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
RINNOVAMENTO ITALIANO,male,centro
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
POPOLARI UDEUR,male,centro
L'ULIVO,male,centro-sinistra
CENTRO CRISTIANO DEMOCRATICO,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
POPOLARI UDEUR,male,centro
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
POPOLARI UDEUR,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
ALLEANZA NAZIONALE,male,destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
POPOLARI UDEUR,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
POPOLARI UDEUR,male,centro
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
POPOLARI UDEUR,male,centro
POPOLARI UDEUR,male,centro
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
RINNOVAMENTO ITALIANO,male,centro
L'ULIVO,male,centro-sinistra
CENTRO CRISTIANO DEMOCRATICO,male,centro
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
CENTRO CRISTIANO DEMOCRATICO,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
RINNOVAMENTO ITALIANO,male,centro
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
RINNOVAMENTO ITALIANO,male,centro
FORZA ITALIA,male,centro-destra
POPOLARI UDEUR,male,centro
LEGA NORD,male,destra
RINNOVAMENTO ITALIANO,male,centro
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
RINNOVAMENTO ITALIANO,male,centro
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
RINNOVAMENTO ITALIANO,male,centro
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
LEGA NORD,male,destra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
LEGA NORD,male,destra
RINNOVAMENTO ITALIANO,male,centro
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
L'ULIVO,male,centro-sinistra
LEGA NORD,male,destra
LEGA NORD,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
LEGA NORD,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
LEGA NORD,male,destra
LEGA NORD,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
CENTRO CRISTIANO DEMOCRATICO,male,centro
