partito,gender
SINISTRA DEMOCRATICA - L'ULIVO,male
FORZA ITALIA,male
FORZA ITALIA,male
FORZA ITALIA,male
SINISTRA DEMOCRATICA - L'ULIVO,male
POPOLARI DEMOCRATICI - L'ULIVO,male
SINISTRA DEMOCRATICA - L'ULIVO,male
SINISTRA DEMOCRATICA - L'ULIVO,male
POPOLARI DEMOCRATICI - L'ULIVO,male
RINNOVAMENTO ITALIANO,male
MISTO,male
MISTO,male
UDR - UNIONE DEMOCRATICA PER LA REPUBBLICA,male
FORZA ITALIA,male
LEGA PADANIA,male
MISTO,male
RINNOVAMENTO ITALIANO,male
FORZA ITALIA,male
ALLEANZA NAZIONALE,male
CENTRO CRISTIANO DEMOCRATICO - CRISTIANI DEMOCRATICI UNITI,male
MISTO,male
CRISTIANI DEMOCRATICI UNITI - CRISTIANI DEMOCRATICI PER LA REPUBBLICA,male
POPOLARI DEMOCRATICI - L'ULIVO,male
FORZA ITALIA,male
MISTO,male
FORZA ITALIA,male
RINNOVAMENTO ITALIANO,male
ALLEANZA NAZIONALE,male
SINISTRA DEMOCRATICA - L'ULIVO,male
ALLEANZA NAZIONALE,male
RINNOVAMENTO ITALIANO,male
CENTRO CRISTIANO DEMOCRATICO - CRISTIANI DEMOCRATICI UNITI,male
MISTO,male
ALLEANZA NAZIONALE,male
POPOLARI DEMOCRATICI - L'ULIVO,male
LEGA PADANIA,male
SINISTRA DEMOCRATICA - L'ULIVO,male
ALLEANZA NAZIONALE,male
LEGA PADANIA,male
MISTO,male
RINNOVAMENTO ITALIANO,male
FORZA ITALIA,male
SINISTRA DEMOCRATICA - L'ULIVO,male
FORZA ITALIA,male
CENTRO CRISTIANO DEMOCRATICO,male
CENTRO CRISTIANO DEMOCRATICO - CRISTIANI DEMOCRATICI UNITI,male
MISTO,male
LEGA PADANIA,male
FORZA ITALIA,male
ALLEANZA NAZIONALE,male
FORZA ITALIA,male
CENTRO CRISTIANO DEMOCRATICO,male
FORZA ITALIA,male
FORZA ITALIA,male
ALLEANZA NAZIONALE,male
FORZA ITALIA,male
ALLEANZA NAZIONALE,male
FORZA ITALIA,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
"MARGHERITA, DL-L'ULIVO",male
"MARGHERITA, DL-L'ULIVO",male
"MARGHERITA, DL-L'ULIVO",male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
"MARGHERITA, DL-L'ULIVO",male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
LEGA NORD PADANIA,male
LEGA NORD PADANIA,male
LEGA NORD PADANIA,male
"MARGHERITA, DL-L'ULIVO",male
LEGA NORD PADANIA,male
LEGA NORD PADANIA,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
MISTO,male
LEGA NORD PADANIA,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
"MARGHERITA, DL-L'ULIVO",male
LEGA NORD PADANIA,male
LEGA NORD PADANIA,male
"MARGHERITA, DL-L'ULIVO",male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
"MARGHERITA, DL-L'ULIVO",male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
"MARGHERITA, DL-L'ULIVO",male
"MARGHERITA, DL-L'ULIVO",male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
CCD-CDU BIANCOFIORE,male
CCD-CDU BIANCOFIORE,male
"MARGHERITA, DL-L'ULIVO",male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
LEGA NORD PADANIA,male
CCD-CDU BIANCOFIORE,male
"MARGHERITA, DL-L'ULIVO",male
CCD-CDU BIANCOFIORE,male
LEGA NORD PADANIA,male
MISTO,male
LA ROSA NEL PUGNO,male
SINISTRA DEMOCRATICA. PER IL SOCIALISMO EUROPEO,male
L'ULIVO,male
L'ULIVO,male
VERDI,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
UDC,male
SINISTRA DEMOCRATICA. PER IL SOCIALISMO EUROPEO,male
L'ULIVO,male
UDC,male
LA ROSA NEL PUGNO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
MISTO,male
POPOLO DELLA LIBERTA',male
LEGA NORD PADANIA,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
FUTURO E LIBERTA'. PER L'ITALIA,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
MISTO,male
POPOLO DELLA LIBERTA',male
UNIONE DI CENTRO,male
POPOLO DELLA LIBERTA',male
FUTURO E LIBERTA'. PER L'ITALIA,male
POPOLO DELLA LIBERTA',male
LEGA NORD E AUTONOMIE,male
LEGA NORD E AUTONOMIE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
NUOVO CENTRODESTRA,male
FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
SCELTA CIVICA VERSO CITTADINI PER L'ITALIA-MAIE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
DEMOCRATICO CRISTIANO,male
PARTITO SOCIALISTA ITALIANO,male
DEMOCRATICO CRISTIANO,male
DEMOCRATICO CRISTIANO,male
DEMOCRATICO CRISTIANO,male
DEMOCRATICO CRISTIANO,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE,male
PARTITO SOCIALISTA ITALIANO,male
PARTITO POPOLARE ITALIANO,male
CENTRO CRISTIANO DEMOCRATICO,male
ALLEANZA NAZIONALE,male
MISTO,male
CENTRO CRISTIANO DEMOCRATICO,male
CRISTIANI DEMOCRATICI UNITI - CRISTIANI DEMOCRATICI PER LA REPUBBLICA,male
UNIONE DEMOCRATICA PER L'EUROPA,male
ALLEANZA NAZIONALE,male
SINISTRA DEMOCRATICA - L'ULIVO,male
ALLEANZA NAZIONALE,male
LEGA PADANIA,male
FORZA ITALIA,male
ALLEANZA NAZIONALE,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI,male
SINISTRA DEMOCRATICA - L'ULIVO,male
LEGA PADANIA,male
FORZA ITALIA,male
SINISTRA DEMOCRATICA - L'ULIVO,male
MISTO,male
CENTRO CRISTIANO DEMOCRATICO - CRISTIANI DEMOCRATICI UNITI,male
CRISTIANI DEMOCRATICI UNITI - CRISTIANI DEMOCRATICI PER LA REPUBBLICA,male
MISTO,male
RINNOVAMENTO ITALIANO,male
DEMOCRATICI - L'ULIVO,male
LEGA PADANIA,male
ALLEANZA NAZIONALE,male
LEGA PADANIA,male
MISTO,male
FORZA ITALIA,male
FORZA ITALIA,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI,male
RINNOVAMENTO ITALIANO,male
UNIONE DEMOCRATICA PER L'EUROPA,male
MISTO,male
MISTO,male
RINNOVAMENTO ITALIANO,male
POPOLARI DEMOCRATICI - L'ULIVO,male
MISTO,male
CRISTIANI DEMOCRATICI UNITI - CRISTIANI DEMOCRATICI PER LA REPUBBLICA,male
CENTRO CRISTIANO DEMOCRATICO - CRISTIANI DEMOCRATICI UNITI,male
UNIONE DEMOCRATICA PER L'EUROPA,male
FORZA ITALIA,male
CRISTIANI DEMOCRATICI UNITI - CRISTIANI DEMOCRATICI PER LA REPUBBLICA,male
UNIONE DEMOCRATICA PER L'EUROPA,male
MISTO,male
FORZA ITALIA,male
FORZA ITALIA,male
CRISTIANI DEMOCRATICI UNITI - CRISTIANI DEMOCRATICI PER LA REPUBBLICA,male
MISTO,male
UNIONE DEMOCRATICA PER L'EUROPA,male
CENTRO CRISTIANO DEMOCRATICO - CRISTIANI DEMOCRATICI UNITI,male
FORZA ITALIA,male
CRISTIANI DEMOCRATICI UNITI - CRISTIANI DEMOCRATICI PER LA REPUBBLICA,male
MISTO,male
CENTRO CRISTIANO DEMOCRATICO - CRISTIANI DEMOCRATICI UNITI,male
MISTO,male
FORZA ITALIA,male
CRISTIANI DEMOCRATICI UNITI - CRISTIANI DEMOCRATICI PER LA REPUBBLICA,male
CENTRO CRISTIANO DEMOCRATICO,male
ALLEANZA NAZIONALE,male
LEGA NORD PER L'INDIPENDENZA DELLA PADANIA,male
FORZA ITALIA,male
DEMOCRATICI DI SINISTRA - L'ULIVO,male
ALLEANZA NAZIONALE,male
DEMOCRATICI DI SINISTRA - L'ULIVO,male
DEMOCRATICI - L'ULIVO,male
MISTO,male
DEMOCRATICI DI SINISTRA - L'ULIVO,male
FORZA ITALIA,male
LEGA NORD PADANIA,male
DEMOCRATICI - L'ULIVO,male
LEGA NORD PADANIA,male
ALLEANZA NAZIONALE,male
FORZA ITALIA,male
CRISTIANI DEMOCRATICI UNITI - CRISTIANI DEMOCRATICI PER LA REPUBBLICA,male
MISTO,male
CENTRO CRISTIANO DEMOCRATICO - CRISTIANI DEMOCRATICI UNITI,male
LEGA NORD PADANIA,male
LEGA NORD PADANIA,male
CCD-CDU BIANCOFIORE,male
MISTO,male
RIFONDAZIONE COMUNISTA,male
"MARGHERITA, DL-L'ULIVO",male
"MARGHERITA, DL-L'ULIVO",male
LEGA NORD PADANIA,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
"MARGHERITA, DL-L'ULIVO",male
"MARGHERITA, DL-L'ULIVO",male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
"MARGHERITA, DL-L'ULIVO",male
UDC,male
LA ROSA NEL PUGNO,male
L'ULIVO,male
POPOLARI-UDEUR,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
UDC,male
POPOLO DELLA LIBERTA',male
MISTO,male
POPOLO DELLA LIBERTA',male
UNIONE DI CENTRO,male
LEGA NORD PADANIA,male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
MISTO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
NUOVO CENTRODESTRA,male
DEMOCRATICO CRISTIANO,male
COMUNISTA - PDS,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE,male
REPUBBLICANO,male
DEMOCRATICO CRISTIANO,male
DEMOCRATICO CRISTIANO,male
PARTITO SOCIALISTA ITALIANO,male
RIFONDAZIONE COMUNISTA,male
LEGA NORD,male
RIFONDAZIONE COMUNISTA,male
COMUNISTA - PDS,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE,male
PARTITO DEMOCRATICO DELLA SINISTRA,male
RIFONDAZIONE COMUNISTA,male
DEMOCRATICO CRISTIANO,male
REPUBBLICANO,male
RIFONDAZIONE COMUNISTA,male
DEMOCRATICO CRISTIANO,male
DEMOCRATICO CRISTIANO,male
DEMOCRATICO CRISTIANO,male
COMUNISTA - PDS,male
COMUNISTA - PDS,male
COMUNISTA - PDS,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE,male
COMUNISTA - PDS,male
LEGA NORD,male
DEMOCRATICO CRISTIANO,male
CENTRO CRISTIANO DEMOCRATICO,male
DEMOCRATICO CRISTIANO,male
CENTRO CRISTIANO DEMOCRATICO,male
DEMOCRATICO CRISTIANO,male
PARTITO SOCIALISTA ITALIANO,male
REPUBBLICANO,male
COMUNISTA - PDS,male
VERDI,male
COMUNISTA - PDS,male
VERDI,male
DEMOCRATICO CRISTIANO,male
DEMOCRATICO CRISTIANO,male
COMUNISTA - PDS,male
COMUNISTA - PDS,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE,male
RIFONDAZIONE COMUNISTA,male
COMUNISTA - PDS,male
LEGA NORD,male
RIFONDAZIONE COMUNISTA,male
DEMOCRATICO CRISTIANO,male
ALLEANZA NAZIONALE - MSI,male
ALLEANZA NAZIONALE - MSI,male
ALLEANZA NAZIONALE - MSI,male
ALLEANZA NAZIONALE - MSI,male
PROGRESSISTI - FEDERATIVO,male
ALLEANZA NAZIONALE,male
ALLEANZA NAZIONALE,male
ALLEANZA NAZIONALE,male
ALLEANZA NAZIONALE,male
MISTO,male
CCD-CDU BIANCOFIORE,male
FUTURO E LIBERTA'. PER L'ITALIA,male
POPOLO DELLA LIBERTA',male
RIFONDAZIONE COMUNISTA,male
DEMOCRATICO CRISTIANO,male
DEMOCRATICO CRISTIANO,male
REPUBBLICANO,male
I DEMOCRATICI,male
MISTO,male
SINISTRA DEMOCRATICA - L'ULIVO,male
"MARGHERITA, DL-L'ULIVO",male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
L'ULIVO,male
MISTO,male
MISTO,male
LIBERI E UGUALI,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
PARTITO DEMOCRATICO,male
MOVIMENTO 5 STELLE,male
MISTO,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO,male
LEGA - SALVINI PREMIER,male
MOVIMENTO 5 STELLE,male
LEGA - SALVINI PREMIER,male
AZIONE - ITALIA VIVA - RENEW EUROPE,male
FRATELLI D'ITALIA,male
FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE,male
FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE,male
PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,male
PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,male
FRATELLI D'ITALIA,male
PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,male
FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE,male
MISTO,male
FRATELLI D'ITALIA,male
FRATELLI D'ITALIA,male
PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,male
PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,male
MISTO,male
NOI MODERATI,male
LEGA - SALVINI PREMIER,male
FRATELLI D'ITALIA,male
LEGA - SALVINI PREMIER,male
MOVIMENTO 5 STELLE,male
FRATELLI D'ITALIA,male
FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE,male
FRATELLI D'ITALIA,male
FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE,male
FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE,male
PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,male
FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE,male
MOVIMENTO 5 STELLE,male
AZIONE - ITALIA VIVA - RENEW EUROPE,male
PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,male
FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE,male
FRATELLI D'ITALIA,male
FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE,male
FRATELLI D'ITALIA,male
LEGA - SALVINI PREMIER,male
PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,male
MISTO,male
FRATELLI D'ITALIA,male
ALLEANZA VERDI E SINISTRA,male
MISTO,male
FRATELLI D'ITALIA,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,male
FRATELLI D'ITALIA,male
PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,male
FRATELLI D'ITALIA,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
LEGA NORD E AUTONOMIE,male
FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
MISTO,male
SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA' - POSSIBILE,male
MISTO,male
ALTERNATIVA POPOLARE-CENTRISTI PER L'EUROPA-NCD-NOI CON L'ITALIA,male
SCELTA CIVICA PER L'ITALIA,male
PARTITO DEMOCRATICO,male
MISTO,male
LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI,male
FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
SCELTA CIVICA PER L'ITALIA,male
PARTITO DEMOCRATICO,male
FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
LEGA - SALVINI PREMIER,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
MOVIMENTO 5 STELLE,male
MISTO,male
MOVIMENTO 5 STELLE,male
CORAGGIO ITALIA,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
INSIEME PER IL FUTURO,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
INSIEME PER IL FUTURO,male
MOVIMENTO 5 STELLE,male
LEGA - SALVINI PREMIER,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
MOVIMENTO 5 STELLE,male
INSIEME PER IL FUTURO,male
MOVIMENTO 5 STELLE,male
MISTO,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
LEGA - SALVINI PREMIER,male
INSIEME PER IL FUTURO,male
LEGA - SALVINI PREMIER,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
MOVIMENTO 5 STELLE,male
MISTO,male
FRATELLI D'ITALIA,male
FRATELLI D'ITALIA,male
PARTITO DEMOCRATICO,male
LIBERI E UGUALI,male
MISTO,male
ITALIA VIVA,male
LEGA - SALVINI PREMIER,male
FRATELLI D'ITALIA,male
MISTO,male
LEGA - SALVINI PREMIER,male
LEGA - SALVINI PREMIER,male
INSIEME PER IL FUTURO,male
MOVIMENTO 5 STELLE,male
LEGA - SALVINI PREMIER,male
MOVIMENTO 5 STELLE,male
MISTO,male
LIBERI E UGUALI,male
LIBERI E UGUALI,male
MISTO,male
MOVIMENTO 5 STELLE,male
LEGA - SALVINI PREMIER,male
LEGA - SALVINI PREMIER,male
LIBERI E UGUALI,male
MOVIMENTO 5 STELLE,male
INSIEME PER IL FUTURO,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
MISTO,male
PARTITO DEMOCRATICO,male
MOVIMENTO 5 STELLE,male
MISTO,male
MISTO,male
LIBERI E UGUALI,male
INSIEME PER IL FUTURO,male
INSIEME PER IL FUTURO,male
MOVIMENTO 5 STELLE,male
INSIEME PER IL FUTURO,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
LEGA - SALVINI PREMIER,male
MISTO,male
MOVIMENTO 5 STELLE,male
LEGA - SALVINI PREMIER,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
MISTO,male
LEGA - SALVINI PREMIER,male
LEGA - SALVINI PREMIER,male
PARTITO DEMOCRATICO,male
FRATELLI D'ITALIA,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
INSIEME PER IL FUTURO,male
PARTITO DEMOCRATICO,male
MOVIMENTO 5 STELLE,male
MISTO,male
MISTO,male
CORAGGIO ITALIA,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
FRATELLI D'ITALIA,male
MOVIMENTO 5 STELLE,male
INSIEME PER IL FUTURO,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
MISTO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
ITALIA VIVA,male
FRATELLI D'ITALIA,male
MISTO,male
PARTITO DEMOCRATICO,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
MOVIMENTO 5 STELLE,male
MISTO,male
LEGA - SALVINI PREMIER,male
FRATELLI D'ITALIA,male
MOVIMENTO 5 STELLE,male
FRATELLI D'ITALIA,male
MISTO,male
FRATELLI D'ITALIA,male
LEGA - SALVINI PREMIER,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
LEGA - SALVINI PREMIER,male
PARTITO DEMOCRATICO,male
CORAGGIO ITALIA,male
MOVIMENTO 5 STELLE,male
MISTO,male
PARTITO DEMOCRATICO,male
CORAGGIO ITALIA,male
MISTO,male
MOVIMENTO 5 STELLE,male
MISTO,male
PARTITO DEMOCRATICO,male
INSIEME PER IL FUTURO,male
MOVIMENTO 5 STELLE,male
MISTO,male
CORAGGIO ITALIA,male
ITALIA VIVA,male
PARTITO DEMOCRATICO,male
LEGA - SALVINI PREMIER,male
FRATELLI D'ITALIA,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO,male
ITALIA VIVA,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
CORAGGIO ITALIA,male
MISTO,male
MOVIMENTO 5 STELLE,male
INSIEME PER IL FUTURO,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
MOVIMENTO 5 STELLE,male
INSIEME PER IL FUTURO,male
MOVIMENTO 5 STELLE,male
MISTO,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
MISTO,male
INSIEME PER IL FUTURO,male
MOVIMENTO 5 STELLE,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE,male
LEGA - SALVINI PREMIER,male
LEGA - SALVINI PREMIER,male
PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,male
MISTO,male
ALLEANZA VERDI E SINISTRA,male
FRATELLI D'ITALIA,male
FRATELLI D'ITALIA,male
LEGA - SALVINI PREMIER,male
FRATELLI D'ITALIA,male
FRATELLI D'ITALIA,male
LEGA - SALVINI PREMIER,male
AZIONE - ITALIA VIVA - RENEW EUROPE,male
LEGA - SALVINI PREMIER,male
MISTO,male
ALLEANZA VERDI E SINISTRA,male
AZIONE - ITALIA VIVA - RENEW EUROPE,male
FRATELLI D'ITALIA,male
LEGA - SALVINI PREMIER,male
PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,male
MOVIMENTO 5 STELLE,male
FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE,male
MOVIMENTO 5 STELLE,male
NOI MODERATI,male
MISTO,male
FRATELLI D'ITALIA,male
FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE,male
MOVIMENTO 5 STELLE,male
LEGA - SALVINI PREMIER,male
PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,male
LEGA - SALVINI PREMIER,male
LEGA - SALVINI PREMIER,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,male
FRATELLI D'ITALIA,male
FRATELLI D'ITALIA,male
FRATELLI D'ITALIA,male
PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,male
FRATELLI D'ITALIA,male
FRATELLI D'ITALIA,male
PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,male
FRATELLI D'ITALIA,male
FRATELLI D'ITALIA,male
MOVIMENTO 5 STELLE,male
ITALIA VIVA,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
ITALIA VIVA,male
ITALIA VIVA,male
PARTITO DEMOCRATICO,male
LEGA - SALVINI PREMIER,male
MOVIMENTO 5 STELLE,male
INSIEME PER IL FUTURO,male
MOVIMENTO 5 STELLE,male
INSIEME PER IL FUTURO,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO,male
MOVIMENTO 5 STELLE,male
CORAGGIO ITALIA,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
MISTO,male
FRATELLI D'ITALIA,male
PARTITO DEMOCRATICO,male
MOVIMENTO 5 STELLE,male
MISTO,male
MOVIMENTO 5 STELLE,male
FRATELLI D'ITALIA,male
MISTO,male
LEGA - SALVINI PREMIER,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
INSIEME PER IL FUTURO,male
LEGA - SALVINI PREMIER,male
MOVIMENTO 5 STELLE,male
MISTO,male
MOVIMENTO 5 STELLE,male
CORAGGIO ITALIA,male
INSIEME PER IL FUTURO,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO,male
FRATELLI D'ITALIA,male
MISTO,male
LEGA - SALVINI PREMIER,male
MOVIMENTO 5 STELLE,male
ITALIA VIVA,male
MISTO,male
MOVIMENTO 5 STELLE,male
PARTITO DEMOCRATICO,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
MOVIMENTO 5 STELLE,male
MISTO,male
PARTITO DEMOCRATICO,male
MISTO,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
INSIEME PER IL FUTURO,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
LEGA - SALVINI PREMIER,male
LEGA - SALVINI PREMIER,male
MISTO,male
FRATELLI D'ITALIA,male
MOVIMENTO 5 STELLE,male
LEGA - SALVINI PREMIER,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
MOVIMENTO 5 STELLE,male
MISTO,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
MISTO,male
FRATELLI D'ITALIA,male
MISTO,male
MOVIMENTO 5 STELLE,male
MISTO,male
LEGA - SALVINI PREMIER,male
ITALIA VIVA,male
LEGA - SALVINI PREMIER,male
FRATELLI D'ITALIA,male
MISTO,male
MOVIMENTO 5 STELLE,male
MOVIMENTO 5 STELLE,male
MISTO,male
MISTO,male
MOVIMENTO 5 STELLE,male
LEGA - SALVINI PREMIER,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
MISTO,male
LIBERI E UGUALI,male
PARTITO DEMOCRATICO,male
MOVIMENTO 5 STELLE,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
FRATELLI D'ITALIA,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
LEGA - SALVINI PREMIER,male
LEGA - SALVINI PREMIER,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
LEGA - SALVINI PREMIER,male
PARTITO DEMOCRATICO,male
FORZA ITALIA - BERLUSCONI PRESIDENTE,male
MISTO,male
LEGA - SALVINI PREMIER,male
